Experiment,Reference,Apparatus,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Total
VEFB011,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,52.12,1.62,16.52,0.00,7.170154621,0.14,5.66,9.63,4.84,1.89,0.40,0.00,100.00
VEFB011,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.91,1.60,16.56,0.00,7.209041428,0.15,5.71,9.67,4.87,1.92,0.40,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,50.93,1.66,16.36,0.00,7.593300469,0.18,6.13,10.15,4.76,1.83,0.40,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,50.99,1.67,16.35,0.00,7.581501546,0.18,6.12,10.14,4.75,1.83,0.39,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.67,1.75,16.24,0.00,7.445467017,0.14,5.94,10.00,4.65,1.78,0.37,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.46,1.73,16.27,0.00,7.483179001,0.15,5.99,10.04,4.69,1.81,0.37,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.88,1.78,16.21,0.00,7.407644986,0.13,5.89,9.97,4.62,1.75,0.36,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.41,1.72,16.28,0.00,7.500756306,0.16,6.01,10.06,4.69,1.79,0.38,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.44,1.72,16.28,0.00,7.494821105,0.16,6.01,10.05,4.69,1.79,0.38,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.54,1.74,16.26,0.00,7.473133799,0.15,5.98,10.03,4.67,1.79,0.37,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.45,1.72,16.27,0.00,7.488999883,0.15,6.00,10.05,4.69,1.80,0.37,0.00,100.00
VEFB012,"Mollo et al., 2013",1atm_furnace,0.001,,1100,gl - cp - sp,51.71,1.76,16.23,0.00,7.440426379,0.14,5.94,10.00,4.64,1.77,0.37,0.00,100.00
FH9840-1,Gaetani Unpublished,Piston Cylinder,10,,1300,gl - ol,48.46,0.75,14.61,0.09,9.43,0.17,11.85,12.67,1.55,0.06,0.05,,99.69
FH9840-2,Gaetani Unpublished,Piston Cylinder,10,,1280,gl - ol - cp,48.19,0.80,16.58,0.04,10.15,0.17,9.98,11.94,1.98,0.07,0.05,,99.95
FH9840-3,Gaetani Unpublished,Piston Cylinder,10,,1260,gl - ol - cp - pl,47.04,1.20,17.45,0.02,12.67,0.18,7.64,10.40,2.46,0.11,0.08,,99.26
FH9840-4,Gaetani Unpublished,Piston Cylinder,10,,1450,gl,48.21,0.66,14.45,0.19,9.32,0.18,13.24,12.38,1.48,0.05,0.06,,100.24
FH9845-1,Gaetani Unpublished,Piston Cylinder,0.001,,1200,gl - ol - cp - pl,51.18,0.92,14.15,0.12,10.07,0.18,8.92,13.51,1.01,0.00,,,100.06
FH9845-3,Gaetani Unpublished,Piston Cylinder,0.001,,1250,gl - ol,49.66,0.72,15.19,0.14,9.19,0.16,10.80,13.21,1.56,0.00,,,100.64
FH9845-4,Gaetani Unpublished,Piston Cylinder,0.001,,1240,gl - ol,49.60,0.74,15.33,0.13,9.07,0.17,10.56,13.36,1.42,0.00,,,100.37
FH9845-6,Gaetani Unpublished,Piston Cylinder,0.001,,1210,gl - ol - pl,51.10,0.87,14.62,0.14,9.41,0.18,9.20,13.97,1.30,0.00,,,100.80
FH9845-7,Gaetani Unpublished,Piston Cylinder,0.001,,1220,gl - ol - pl,50.39,0.81,15.38,0.13,9.22,0.17,9.59,13.74,1.43,0.00,,,100.85
FH9845-8,Gaetani Unpublished,Piston Cylinder,0.001,,1230,gl - ol,49.70,0.74,15.51,0.14,9.14,0.16,10.15,13.56,1.49,0.00,,,100.62
FH9845-9,Gaetani Unpublished,Piston Cylinder,10,,1350,gl - ol,47.977,0.66205,14.088,0.12441,9.249,0.13215,13.156,12.292,1.42745,0.05674,,,99.1648
FH9845-10,Gaetani Unpublished,Piston Cylinder,12,,1360,gl - ol - cp,47.717,0.65055,14.451,0.14896,9.381,0.12952,12.493,12.728,1.49553,0.05188,,,99.24644
FH9845-11,Gaetani Unpublished,Piston Cylinder,0.001,,1260,gl - ol,48.65,0.72,14.94,0.15,9.38,0.17,11.38,13.07,1.18,0.02,,,99.65
FH9845-12,Gaetani Unpublished,Piston Cylinder,0.001,,1205,gl - ol - cp - pl,50.08,0.91,14.31,0.14,9.76,0.21,8.88,13.87,1.39,0.05,,,99.61
FH9845-13,Gaetani Unpublished,Piston Cylinder,0.001,,1225,gl - ol,49.53,0.76,15.09,0.11,9.22,0.14,9.79,13.77,1.48,0.05,,,99.93
FH9845-14,Gaetani Unpublished,Piston Cylinder,0.001,,1270,gl - ol,48.66,0.71,14.74,0.17,9.40,0.18,11.29,12.93,1.23,0.04,,,99.34
FH9845-15,Gaetani Unpublished,Piston Cylinder,0.001,,1190,gl - ol - cp - pl,50.649,1.05113,14.192,0.04011,10.635,0.22458,8.101,13.07,1.63,0.04,0.05,,99.62506
FH9845-16,Gaetani Unpublished,Piston Cylinder,14,,1370,gl,48.032,0.57311,14.503,0.09402,9.179,0.18839,13.352,12.763,1.58,0.05,0.03,,100.31315
FH9845-17,Gaetani Unpublished,Piston Cylinder,0.001,,1280,gl - ol,48.778,0.58312,14.971,0.10116,9.248,0.20745,12.2,13.131,1.21,0.03,0.03,,100.46187
FH9845-18,Gaetani Unpublished,Piston Cylinder,0.001,,1290,gl - ol,48.38,0.66,14.27,0.16,9.51,0.19,12.52,12.63,1.05,0.03,,,99.41
FH9845-19,Gaetani Unpublished,Piston Cylinder,10,,1450,gl,47.11,0.67,14.59,0.16,9.13,0.18,12.88,12.63,1.46,0.04,,,98.84
FH9845-20,Gaetani Unpublished,Piston Cylinder,0.001,,1300,gl - ol,48.439,0.58134,14.465,0.10445,9.231,0.1932,13.193,12.54,1.19188,0.03082,0.03057,,99.96969
FH9845-21,Gaetani Unpublished,Piston Cylinder,14,,1360,gl,46.858,0.77113,15.831,0.07983,10.12,0.20381,11.658,11.958,1.74692,0.05713,,,99.28382
PV-4B ,"Iacovino et al., 2016",IHPV,2,± 0.2,1000 ,gl - cp - pl - ti - ap,51.93,1.48,18.8,,3.91,0.14,0.99,4.07,8.01,5.67,1.62,,96.63
PV-3 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1050 ,gl - pl - ti,47.64,2.82,17.98,,9.52,0.23,3.06,7.51,5.99,3.05,1.4,,99.2
PV-6 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1050 ,gl - pl,45.94,2.94,17.1,,7.84,0.23,2.94,7.32,6.16,3.18,1.19,,94.84
PV-15 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1000 ,gl - ol - cp - ti,51.25,1.97,20.82,,5.87,0.22,1.2,4.88,7.51,3.99,0.85,,98.55
PV-7 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1050 ,gl - cp - ti,47.01,2.72,17.78,,6.64,0.13,2.97,6.07,6.64,3.56,1.15,,94.67
PV-7 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1050 ,gl - ol - cp - ti,43.51,3.36,15.03,,7.32,0.18,5.42,8.54,5.01,2.39,1.28,,92.05
PV-7 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1050 ,gl - ol - cp - ti,41.74,4.16,14.66,,7.82,0.14,5.4,10.37,4.46,1.74,1.07,,91.56
PV-2 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1100 ,gl - ol,41.73,3.97,13.1,,9.29,0.22,7.09,11.84,3.05,0.58,,,90.87
PV-2 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1100 ,gl - ol - ti,43.26,4.46,14.2,,11.31,0.16,6.98,11.39,3.83,1.75,0.89,,98.24
PV-2 ,"Iacovino et al., 2016",IHPV,2,± 0.2,1100 ,gl - ol - ti,43.22,4.24,13.96,,10.28,0.16,7.45,11.19,3.81,1.68,0.89,,96.88
PV-8 ,"Iacovino et al., 2016",IHPV,2.5,± 0.2,1100 ,gl - ol - cp,43.1,4.93,15.21,,9.9,0.2,5.39,10.2,4.52,2.13,0.99,,96.57
PV-8 ,"Iacovino et al., 2016",IHPV,2.5,± 0.2,1100 ,gl - ol - ti,40.81,4.63,13.46,,10.57,0.17,6.31,11.35,3.81,1.69,0.91,,93.7
PV-8 ,"Iacovino et al., 2016",IHPV,2.5,± 0.2,1100 ,gl - ol - ti,41.27,4.55,13.52,,10.85,0.18,6.34,11.49,3.79,1.32,0.89,,94.2
PV-10 ,"Iacovino et al., 2016",IHPV,3,± 0.2,1100 ,gl - ol - ti,41.69,4.56,13.88,,11.24,0.19,7.03,11.14,3.66,1.75,0.89,,96.02
PV-10 ,"Iacovino et al., 2016",IHPV,3,± 0.2,1100 ,gl - ol - ti,41.54,4.46,13.5,,11.21,0.15,7.65,10.85,3.45,1.58,0.88,,95.28
PV-12 ,"Iacovino et al., 2016",IHPV,3,± 0.2,1150 ,gl - ol - ti,42.82,4.37,13.68,,9.49,0.2,8.62,10.94,3.61,1.62,0.64,,95.99
PV-12 ,"Iacovino et al., 2016",IHPV,3,± 0.2,1150 ,gl - ol - ti,40.11,4.13,13.49,,9.95,0.14,8.36,10.83,3.77,1.45,,,92.24
AW3,"Iacovino et al., 2013",Piston Cylinder,4.94,,1190,gl,49.72,2.89,19.34,,8.62,–,2.84,7.72,6.18,2.69,–,2.46,95.86
AW50,"Iacovino et al., 2013",Piston Cylinder,3.99,,1190,gl,50.82,2.95,20.32,,6.55,–,2.4,7.32,6.26,2.89,0.49,4.27,91.11
SI-1,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1123,gl - ol - cp - pl,45.6,5.09,14.3,,12.2,,4.7,9.38,4.2,2.01,1.43,,98.91
SI-2,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1123,gl - ol - cp - pl,47.8,4.39,13.2,,13.2,,4.48,9.17,3.75,1.77,1.36,,99.1
SI-13,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1091,gl - ol - cp - pl - ox,48.5,4.32,13.3,,13.5,,3.7,8.35,4.11,2.45,1.88,,100.1
82-94A-7,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1252,gl - ol - sp,53.2,0.74,15.5,0.05,7.22,0.14,9.5,9.9,3.16,0.51,0.28,,100.2
82-94A-3,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1241,gl - ol - sp,53.2,0.73,15.8,0.06,7,0.11,9.2,10,3.12,0.55,0.33,,100.1
82-94A-11,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1225,gl - ol - sp,53,0.75,15.8,0.05,6.95,0.11,8.4,10,3.24,0.53,0.2,,99.03
82-94A-1,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1210,gl - ol - sp,53.01,0.73,16.03,0.04,6.9,0.06,7.86,9.95,3.26,0.61,0.26,,98.71
82-94A-17,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1178,gl - ol - pl - sp,54.1,0.89,15.2,0.04,7.1,0.15,7.01,10.17,3.16,0.57,0.23,,98.62
82-94A-15,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1160,gl - ol - cp - pl,55.9,1.11,14.86,0.05,7.41,0.17,6,9,3.4,0.81,0.28,,98.99
82-94A-16,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1149,gl - ol - cp - pl,56.8,1.36,14.4,,7.8,0.16,5.17,8.3,3.61,0.97,0.37,,98.94
75SH-70-3,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1215,gl - pl,53.5,0.71,17.5,0.12,7.19,0.12,7.8,9.2,3.2,0.49,0.2,,100.03
75SH-70-2,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1203,gl - pl - ol,54.3,0.72,17,0.1,7.26,0.14,7.7,8.99,3.2,0.5,0.22,,100.13
75SH-70-1,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1189,gl - pl - ol,54.9,0.78,16.18,0.09,8.9,0.13,6.93,8.9,3.37,0.56,0.24,,100.98
75SH-70-4,"Baker, M.B., Grove, T.L., Price, R. (1994)",1atm_furnace,0.001,,1169,gl - pl - ol,55.9,0.95,15.22,0.04,8.4,0.17,6.1,8.98,3.3,0.63,0.3,,99.99
ALV-528-1-1-39,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1245,gl,49.6,0.67,16,0.09,9.57,0.16,10.4,11.9,1.74,0.1,,,100.23
ALV-528-1-1-6,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1228,gl - ol - sp,48.9,0.72,15.9,0.06,9.88,0.08,9.14,12.1,1.67,0.11,,,98.56
ALV-528-1-1-36,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1215,gl - ol - sp,49.6,0.68,16.4,0.1,9.71,0.15,9.76,12.1,1.69,0.1,,,100.29
ALV-528-1-1-35,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1211,gl - ol - sp,49.2,0.66,16.1,0.09,10.6,0.15,9.58,12.1,1.6,0.1,,,100.18
ALV-528-1-1-37,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1199,gl - ol - pl - sp,49.7,0.8,15.5,0.06,10.8,0.15,8.8,12.3,1.77,0.11,,,99.99
ALV-528-1-1-3,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1196,gl - ol - pl - sp,49.9,1.02,14.5,0.05,10.7,0.19,8.15,12.9,1.66,0.12,,,99.19
ALV-528-1-1-38,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1192,gl - ol - pl - sp,50.6,0.8,14.9,0.09,10.4,0.17,8.61,12.3,1.77,0.1,,,99.74
ALV-528-1-1-2,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1187,gl - ol - cp - pl - sp,49.5,1.08,14.3,0.05,11.8,0.16,7.47,12.7,1.98,0.14,,,99.18
ALV-528-1-1-30,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1176,gl - ol - cp - pl,50.8,1.12,13.8,0.08,10.7,0.19,7.8,12.2,1.46,0.14,,,98.29
ALV-528-1-1-15,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1167,gl - ol - cp - pl,51.1,1.65,13.2,0.03,12.5,0.1,7.32,11.4,1.39,0.18,,,98.87
ALV-528-1-1-11,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1166,gl - ol - cp - pl,51.9,1.28,13.9,0.05,11.6,0.18,7.62,11.7,1.42,0.14,,,99.79
ALV-528-1-1-4,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1156,gl - ol - cp - pl,50.4,1.51,12.6,0.05,13.6,0.14,6.61,11.2,1.25,0.14,,,97.5
ALV-528-1-1-17,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1193,gl - ol - cp - pl,50,0.76,14.2,0.09,10,0.15,9.01,13.8,1.5,0.13,,,99.64
ALV-525-4b-28,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1245,gl,49.4,0.68,15.6,0.12,9.58,0.13,10.8,11.4,1.65,0.12,,,99.48
ALV-525-4b-29,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1232,gl - ol,48.8,0.75,15.4,0.09,9.25,0.13,10.3,12,1.83,0.12,,,98.67
ALV-525-4b-6,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1228,gl - ol,49.5,0.8,15.8,0.11,9.1,0.05,9.25,12.1,1.68,0.13,,,98.52
ALV-525-4b-5,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1224,gl - ol - sp,48.2,0.83,15.5,0.07,11,0.16,9.29,11.7,1.54,0.12,,,98.41
ALV-525-4b-25,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1215,gl - ol - sp,49.1,0.7,15.5,0.1,10.1,0.16,9.57,11.8,1.9,0.12,,,99.05
ALV-525-4b-24,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1211,gl - ol - sp,48.8,0.71,15.8,0.11,10.2,0.16,9.64,11.7,1.89,0.12,,,99.13
ALV-525-4b-26,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1199,gl - ol - pl - sp,50,0.76,15.5,0.08,10.4,0.14,8.82,11.7,1.82,0.12,,,99.34
ALV-525-4b-3,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1196,gl - ol - pl - sp,50.5,1.07,14.4,0.09,9.77,0.17,8.34,12.3,1.8,0.14,,,98.58
ALV-525-4b-27,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1192,gl - ol - pl - sp,50.9,0.8,14.7,0.11,9.76,0.17,8.54,12,1.86,0.14,,,98.98
ALV-525-4b-2,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1187,gl - ol - cp - pl - sp,50.6,1.23,14,0.12,10.8,0.19,7.41,12.3,1.89,0.17,,,98.71
ALV-525-4b-19,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1176,gl - ol - cp - pl,51.4,1.31,13.6,0.08,10.5,0.2,7.66,11.9,1.75,0.19,,,98.59
ALV-525-4b-15,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1167,gl - ol - cp - pl,51.1,2.43,12.9,0.01,11.5,0.13,7.3,11.4,1.47,0.23,,,98.47
ALV-525-4b-11,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1166,gl - ol - cp - pl,51,1.43,13.6,0.05,11.2,0.1,7.34,11.5,1.48,0.17,,,97.87
ALV-525-4b-4,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1156,gl - ol - cp - pl,50.6,1.91,12.7,0.03,12.5,0.12,6.68,11,2.02,0.21,,,97.77
AII-32-12-6-16,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1230,gl,50.3,1.14,14.8,0.09,8.43,0.14,9.41,12,2.19,0.39,,,98.89
AII-32-12-6-11,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1214,gl - ol - sp,50,1.13,14.7,0.09,9.17,0.17,9.18,11.8,2.14,0.37,,,98.75
AII-32-12-6-14,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1210,gl - ol - sp,50.6,1.14,15,0.13,8.69,0.12,9.12,11.8,2.09,0.37,,,99.06
AII-32-12-6-4,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1205,gl - ol - sp,50.7,1.27,15.3,0.08,8.58,0.15,8.61,12.2,1.95,0.4,,,99.24
AII-32-12-6-9,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1201,gl - ol - sp,51.4,1.12,15.4,0.12,8.62,0.17,8.55,11.5,2.13,0.41,,,99.42
AII-32-12-6-8,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1193,gl - ol - cp - pl - sp,53.1,1.41,14.3,0.1,7.87,0.18,8.13,11.8,1.69,0.41,,,98.99
AII-32-12-6-10,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1181,gl - ol - cp - pl - sp,52.1,1.36,14.3,0.12,9.46,0.18,7.8,11.5,1.76,0.41,,,98.99
AII-32-12-6-2,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1176,gl - ol - cp - pl,51,1.8,14,0.03,10.4,0.19,7.01,11.4,2.11,0.48,,,98.42
AII-32-12-6-3,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1174,gl - ol - cp - pl,51.6,1.58,13.9,0.06,9.68,0.16,7.71,11.8,1.69,0.38,,,98.56
AII-32-12-6-1,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1166,gl - ol - cp - pl,52.9,2.09,13.9,0.04,10.2,0.2,6.92,10.8,1.8,0.49,,,99.34
AII-32-12-6-5,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1165,gl - ol - cp - pl,51.8,1.93,13.8,0.04,9.65,0.21,7.2,11.4,2.1,0.54,,,98.67
AII-32-12-6-12,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1151,gl - ol - cp - pl,52.1,1.73,13.8,0.07,10.4,0.2,6.63,11.2,2.44,0.58,,,99.15
II-96-6-42-11,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1214,gl,51,1.31,16.2,0.09,8.99,0.17,7.24,11.5,2.44,0.21,,,99.15
II-96-6-42-4,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1205,gl - pl,51.5,1.51,15.3,0.05,8.45,0.16,7.72,11.5,2.08,0.24,,,98.51
II-96-6-42-9,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1201,gl - pl,50.8,1.27,15.9,0.07,9.58,0.15,7.33,11,2.56,0.25,,,98.91
II-96-6-42-8,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1193,gl - pl,50.7,1.3,15.4,0.09,10.5,0.15,7.54,10.9,2.14,0.23,,,98.95
II-96-6-42-10,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1181,gl - ol - pl,51.9,1.5,14.7,0.1,9.52,0.2,7.68,11,2.04,0.23,,,98.87
II-96-6-42-2,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1176,gl - ol - pl,50.6,1.74,13.7,0.06,11.6,0.17,7.05,11.3,2.06,0.23,,,98.51
II-96-6-42-3,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1174,gl - ol - pl,51.6,1.74,14.1,0.04,10,0.17,7.39,11.4,2.01,0.21,,,98.66
II-96-6-42-1,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1166,gl - ol - cp - pl,52,2.33,13.9,0.01,10.2,0.2,6.81,11,1.79,0.3,,,98.54
II-96-6-42-5,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1165,gl - ol - cp - pl,51.9,1.93,13.8,0.03,9.78,0.18,7.11,11.3,2.42,0.29,,,98.74
II-96-6-42-12,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1151,gl - ol - cp - pl,51.5,1.77,13.6,0.05,11,0.21,6.58,11,2.71,0.28,,,98.7
II-96-6-42-6,"Grove, T.L., Bryan, W.B. (1983)",1atm_furnace,0.001,,1137,gl - ol - cp - pl,51.2,2.66,12.6,0.02,12.8,0.21,6.16,10,2.12,0.34,,,98.11
6-B-12,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1080.2,gl - ol - cp - sp - leuc - neph,43.14,2.44,18.58,0.01,6.472726,0.21,4.12,10.21,6.15,6.52,1.48,,99.47
6-B-10,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1080.2,gl - ol - cp - sp - leuc - neph,42.87,2.52,17.52,0.04,10.370602,0.27,4.22,11.23,5.45,5.22,1.25,,101.16
6-C-15,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1080.2,gl - ol - cp - sp - leuc - neph,44.65,1.7,19.45,,6.073748,0.19,4,8.31,6.83,6.92,1.6,,99.85
7-A-3,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1072.1,gl - cp - sp - leuc - neph,43.59,1.67,19.29,0.03,5.677756,0.26,3.45,7.82,7.49,6.48,1.63,,97.51
7-A-4,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1072.1,gl - ol - cp - sp - leuc - neph,45.27,1.71,19.14,,5.638738,0.25,3.39,7.19,8.12,7.01,1.5,,99.35
7-C-12,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1072.1,gl - cp - sp - leuc - neph,43.33,2.69,19.66,0.03,5.673748,0.2,3.02,8.67,6.7,7.26,1.75,,99.11
7-C-13,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1072.1,gl - cp - sp - leuc - neph,43.71,2.44,18.89,0.04,6.531704,0.24,2.45,9.33,6.5,6.9,1.77,,98.95
11-A-2,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1091.9,gl - ol - sp - leuc,41.75,2.05,18.94,0.04,9.152646,0.18,4.09,9.57,6.31,5.99,1.05,,99.3
11-A-3,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1091.9,gl - ol - sp - leuc,40.91,1.91,18.33,0.08,8.963648,0.23,4.33,10.93,6.11,6.06,1.03,,99.06
11-A-5,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1091.9,gl - ol - mel - sp,39.84,1.75,17.21,,9.796614,0.37,4.76,13.7,5.28,4.93,1.11,,98.94
11-B-7,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1091.9,gl - ol - mel - sp,37.76,2.65,15.53,,10.836574,0.64,5.37,15.74,4.49,3.81,1.84,,98.88
11-B-9,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1091.9,gl - ol - sp - leuc,41.15,2.07,16.5,,10.61457,0.28,4.64,12.49,5.59,5.42,1.14,,100.11
11-B-10,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1091.9,gl - ol - sp - leuc,40.82,2.12,17.83,0.05,10.343608,0.24,4.62,12.03,5.43,5.24,1.2,,100.12
11-B-11,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1091.9,gl - ol - sp - leuc,40.88,2,17.58,0.06,9.286634,0.22,4.96,12.12,5.52,5.82,1.4,,100.03
12-A-3,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1065,gl - cp - sp - leuc - neph,39.99,2.01,16.53,0.04,10.802546,0.72,2.44,14.15,4.88,4.08,2.14,,98.01
12-B-14,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1065,gl - cp - sp - leuc - neph,41.01,2,17.58,,10.39457,0.5,2.31,13.1,5.4,4.39,1.82,,98.72
13-A-2,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1090,gl - ol - cp - sp - leuc,43.13,1.94,18.17,0.01,9.226634,0.2,4,10.11,6.34,5.42,1.34,,100.07
13-A-3,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1090,gl - ol - cp - sp - leuc - neph,44.37,0.9,20.9,,6.040762,0.34,3.89,10.03,6.32,5.68,0.89,,99.48
13-A-4,"Gee, L.L., Sack, R.O. (1988)",1atm_furnace,0.001,,1090,gl - ol - cp - sp - leuc - neph,44.07,1.71,21.11,,6.828738,0.25,3.65,9.13,6.8,5.82,0.93,,100.43
