Experiment,Reference,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Cr2O3,Total,Alk Line,Sub line,Alkalinity (S),Alkalinity (A),Na2O+K2O
13,Thy 1991,10,,1240,gl-ol-pl,47.79,2.3,16.03,9.03,0.19,7.72,11.03,3.52,0.46,0.26,,,98.33,4.432,2.82106,-1.15894,0.452,3.98
3,Thy 1991,10,,1220,gl-ol-cp-pl,46.63,3.88,15.41,9.95,0.24,6.95,10.23,3.58,0.69,0.54,,,98.1,3.504,2.22482,-2.04518,-0.766,4.27
6,Thy 1991,10,,1180,gl-ol-cp-pl,45.49,4.01,14.97,14.86,0.26,5.17,9.68,4.15,0.85,0.5,,,100.04,2.592,1.63886,-3.36114,-2.408,5
42,Thy 1991,7,,1230,gl-ol,46.77,2.02,16,9.22,0.15,8.77,11.53,3.3,0.42,0.23,,,98.41,3.616,2.29678,-1.42322,-0.104,3.72
DVDP2 basanite,"Gerke et al., 2004",0.001,,"1,224",gl-ol,42.49,4.75,13.94,10.27968,0.18,9.02,12.26,2.46,1.26,0.74,,,97.54,0.192,0.09686,-3.62314,-3.528,3.72
DVDP2 basanite,"Gerke et al., 2004",0.001,,"1,197",gl-ol,42.16,4.72,14.06,10.301664,0.13,8.36,12.6,2.59,1.34,0.79,,,97.22,-0.072,-0.07276,-4.00276,-4.002,3.93
DVDP2 basanite,"Gerke et al., 2004",0.001,,"1,177",gl-ol,42.05,5.03,14.79,9.90467,0.16,7.09,12.88,3.07,1.5,0.91,,,97.55,-0.16,-0.1293,-4.6993,-4.73,4.57
DVDP2 basanite,"Gerke et al., 2004",0.001,,"1,160",gl-ol,42.12,5.07,15.07,9.631684,0.22,6.49,13.15,3.11,1.51,0.92,,,97.43,-0.104,-0.09332,-4.71332,-4.724,4.62
DVDP2 basanite,"Gerke et al., 2004",0.001,,"1,138",gl-ol-cp,42.62,5.18,15.82,9.765692,0.16,6.12,12.68,2.96,1.52,0.99,,,97.96,0.296,0.16368,-4.31632,-4.184,4.48
DVDP2 basanite,"Gerke et al., 2004",0.001,,"1,120",gl-ol-cp-ox,43.04,5.31,16.4,10.063708,0.18,5.67,11.67,2.76,1.33,0.59,,,97.15,0.632,0.37956,-3.71044,-3.458,4.09
DVDP2 basanite,"Gerke et al., 2004",0.001,,"1,104",gl-ol-cp-pl-ox,42.64,5.39,15.92,9.822666,0.19,4.23,9.48,4.82,2.76,1.87,,,97.26,0.312,0.17396,-7.40604,-7.268,7.58
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,224",gl,48.31,3.15,18.04,8.53471,0.22,3.83,7.92,4.86,2.62,0.35,,,97.97,4.848,3.08834,-4.39166,-2.632,7.48
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,197",gl,47.44,3.27,17.8,8.74968,0.18,3.76,7.82,5.41,2.72,0.55,,,97.83,4.152,2.64116,-5.48884,-3.978,8.13
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,177",gl,47.33,3.17,17.73,8.652686,0.2,3.82,7.77,5.52,2.81,0.68,,,97.81,4.064,2.58462,-5.74538,-4.266,8.33
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,160",gl,47.41,3.11,17.85,8.492706,0.19,3.78,7.67,5.41,2.82,0.65,,,97.54,4.128,2.62574,-5.60426,-4.102,8.23
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,138",gl,47.81,3.34,18.16,8.56471,0.23,3.83,7.84,5.24,2.86,0.65,,,98.67,4.448,2.83134,-5.26866,-3.652,8.1
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,120",gl,48.33,3.1,18.15,8.132746,0.25,3.88,8.01,4.71,2.54,0.2,,,97.44,4.864,3.09862,-4.15138,-2.386,7.25
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,104",gl-ol-cp-pl,46.8,3.36,17.14,8.887696,0.21,3.45,7.44,5.8,3.07,0.79,,,97.08,3.64,2.3122,-6.5578,-5.23,8.87
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,089",gl-ol-pl,47.63,3.83,16.67,9.59966,0.19,3.29,7.19,5.62,3.23,0.67,,,98.08,4.304,2.73882,-6.11118,-4.546,8.85
DVDP2 hawaiite,"Gerke et al., 2004",0.001,,"1,049",gl-ol-cp-pl,49.39,3.29,17.36,7.97473,0.23,2.41,5.78,6.16,3.91,1.22,,,97.83,5.712,3.64346,-6.42654,-4.358,10.07
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,224",gl,50.19,2.33,20.78,6.587776,0.11,2.93,7.16,5.59,2.79,0.55,,,99.12,6.352,4.05466,-4.32534,-2.028,8.38
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,197",gl,49.76,2.37,20.41,6.40978,0.16,2.84,7.06,5.62,2.69,0.46,,,97.89,6.008,3.83364,-4.47636,-2.302,8.31
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,177",gl,49.35,2.37,20.21,6.910762,0.18,2.88,6.95,5.82,2.79,0.64,,,98.22,5.68,3.6229,-4.9871,-2.93,8.61
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,160",gl-pl,50,2.63,20.14,7.222766,0.18,3.16,6.8,5.43,2.93,0.79,,,99.4,6.2,3.957,-4.403,-2.16,8.36
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,138",gl-pl,49.72,2.83,19.35,7.767736,0.2,3.3,6.33,5.95,3.18,0.71,,,99.49,5.976,3.81308,-5.31692,-3.154,9.13
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,120",gl,51.43,2.29,21.02,6.7898,0.15,3.03,6.96,5,2.67,0.28,,,99.69,7.344,4.69202,-2.97798,-0.326,7.67
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,104",gl-ol-pl,49.61,2.88,18.52,7.490762,0.22,2.99,5.77,5.59,3.62,0.97,,,97.78,5.888,3.75654,-5.45346,-3.322,9.21
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,089",gl-ol-cp-pl,48.72,3.1,17.57,9.39968,0.21,2.97,5.71,5.53,3.6,1.2,,,98.15,5.176,3.29908,-5.83092,-3.954,9.13
83415 Ne-hawaiite,"Gerke et al., 2004",0.001,,"1,049",gl-ol-cp-pl,48.7,3.25,16.97,8.132726,0.29,2.59,5.67,6.04,3.71,1.52,,,96.99,5.16,3.2888,-6.4612,-4.59,9.75
9005,Thy and Lofgren 1994,0.001,,1145,gl,47.78,4.36,13.06,14.42,0.2,4.59,9.45,2.96,0.92,0.8,,,,4.424,2.81592,-1.06408,0.544,3.88
9005,Thy and Lofgren 1994,0.001,,1136,gl-pl,47.59,4.34,13.47,14.17,0.2,4.54,9.35,3.04,0.94,0.75,,,,4.272,2.71826,-1.26174,0.292,3.98
9005,Thy and Lofgren 1994,0.001,,1126,gl-pl,47.83,4.49,12.27,14.57,0.22,4.45,9.48,2.89,0.91,0.83,,,,4.464,2.84162,-0.95838,0.664,3.8
9005,Thy and Lofgren 1994,0.001,,1117,gl-ol-pl,47.28,5,11.98,15.06,0.24,4.63,9.62,2.78,0.9,0.85,,,,4.024,2.55892,-1.12108,0.344,3.68
9005,Thy and Lofgren 1994,0.001,,1107,gl-ol-pl,47.74,5.1,11.96,15.73,0.26,4.66,9.39,2.97,0.96,0.63,,,,4.392,2.79536,-1.13464,0.462,3.93
9005,Thy and Lofgren 1994,0.001,,1098,gl-ol-cp-pl,47.28,5.29,11.69,15.87,0.32,4.48,9.39,2.8,1.05,0.66,,,,4.024,2.55892,-1.29108,0.174,3.85
9005,Thy and Lofgren 1994,0.001,,1090,gl-ol-cp-pl-ox,48.22,4.89,11.53,16.26,0.36,3.9,8.72,2.92,1.25,0.74,,,,4.776,3.04208,-1.12792,0.606,4.17
9005,Thy and Lofgren 1994,0.001,,1081,gl-ol-cp-pl-ox,49.55,4.19,11.78,16.14,0.33,3.5,8.09,3.09,1.53,1,,,,5.84,3.7257,-0.8943,1.22,4.62
9005,Thy and Lofgren 1994,0.001,,1071,gl-ol-cp-pl-ox,51.02,3.73,11.89,15.45,0.38,3.33,7.63,3.17,1.76,1.09,,,,7.016,4.48128,-0.44872,2.086,4.93
9005,Thy and Lofgren 1994,0.001,,1062,gl-ol-cp-pl-ox - ox,53.39,3.12,12.02,14.5,0.25,2.88,6.87,3.34,2.04,1.62,,,,8.912,5.69946,0.31946,3.532,5.38
9005,Thy and Lofgren 1994,0.001,,1051,gl-ol-cp-pl-ox - ox,54.17,2.72,12.3,13.4,0.26,2.47,6.49,3.29,2.32,1.86,,,,9.536,6.10038,0.49038,3.926,5.61
7159V,Thy and Lofgren 1994,0.001,,1123,gl,48.91,3.85,14.21,13.51,0.27,3.43,8.7,4.61,1.37,0.83,,,,5.328,3.39674,-2.58326,-0.652,5.98
7159V,Thy and Lofgren 1994,0.001,,1115,gl-pl,47.89,3.95,13.86,13.83,0.26,3.59,8.9,4.37,1.26,0.86,,,,4.512,2.87246,-2.75754,-1.118,5.63
7159V,Thy and Lofgren 1994,0.001,,1099,gl-cp-pl-ox,48.92,3.84,13.63,13.98,0.28,3.61,8.53,4.45,1.46,0.98,,,,5.336,3.40188,-2.50812,-0.574,5.91
7159V,Thy and Lofgren 1994,0.001,,1088,gl-cp-pl-ox,48.87,3.92,13.18,14.05,0.27,3.23,8.02,4.44,1.61,1.08,,,,5.296,3.37618,-2.67382,-0.754,6.05
7159V,Thy and Lofgren 1994,0.001,,1088,gl-cp-pl-ox,50.47,3.68,13.58,13.15,0.27,3.13,7.87,4.56,1.73,1.16,,,,6.576,4.19858,-2.09142,0.286,6.29
7159V,Thy and Lofgren 1994,0.001,,1080,gl-cp-pl-ox,50.74,3.45,14.04,12.78,0.27,2.83,7.21,4.99,1.99,1.37,,,,6.792,4.33736,-2.64264,-0.188,6.98
7159V,Thy and Lofgren 1994,0.001,,1070,gl-cp-pl-ox,53.53,3.03,14.59,11.41,0.29,2.24,6.15,5.04,2.52,1.39,,,,9.024,5.77142,-1.78858,1.464,7.56
7159V,Thy and Lofgren 1994,0.001,,1061,gl-cp-pl-ox,53.75,2.95,14.52,11.54,0.29,2.21,6.16,4.89,2.68,1.58,,,,9.2,5.8845,-1.6855,1.63,7.57
8759,Thy and Lofgren 1994,0.001,,1163,gl,46.53,4.03,12.75,14.62,0.22,5.14,10.74,3.23,0.65,0.51,,,,3.424,2.17342,-1.70658,-0.456,3.88
8759,Thy and Lofgren 1994,0.001,,1154,gl-pl,46.33,4.17,12.69,14.89,0.25,5.1,10.47,3.22,0.71,0.57,,,,3.264,2.07062,-1.85938,-0.666,3.93
8759,Thy and Lofgren 1994,0.001,,1145,gl-pl,46.42,4.41,12.43,15.5,0.23,4.71,10.22,3.22,0.73,0.6,,,,3.336,2.11688,-1.83312,-0.614,3.95
8759,Thy and Lofgren 1994,0.001,,1136,gl-pl,46.46,4.53,12.26,15.61,0.32,4.5,9.64,3.58,0.89,0.52,,,,3.368,2.13744,-2.33256,-1.102,4.47
8759,Thy and Lofgren 1994,0.001,,1126,gl-ol-cp-pl,46.16,5.11,11.83,16.65,0.35,4.25,9.45,3.43,0.91,0.58,,,,3.128,1.98324,-2.35676,-1.212,4.34
8759,Thy and Lofgren 1994,0.001,,1117,gl-ol-cp-pl,47.52,4.67,12.13,16.29,0.31,3.85,8.71,3.8,1.11,0.66,,,,4.216,2.68228,-2.22772,-0.694,4.91
8759,Thy and Lofgren 1994,0.001,,1107,gl-ol-cp-pl,51.63,3.63,12.58,14,0.34,3.19,7.22,3.95,1.76,1.03,,,,7.504,4.79482,-0.91518,1.794,5.71
8759,Thy and Lofgren 1994,0.001,,1098,gl-ol-cp-pl-ox,52.05,3.52,12.31,14.17,0.31,3.17,6.92,3.92,1.83,1.36,,,,7.84,5.0107,-0.7393,2.09,5.75
8759,Thy and Lofgren 1994,0.001,,1090,gl-ol-cp-pl-ox,52.85,2.84,12.67,13.12,0.29,2.96,6.69,4.13,2.16,1.65,,,,8.48,5.4219,-0.8681,2.19,6.29
SAX2,Thy and Lofgren 1994,0.001,,1081,gl-ol-cp-pl-ox,45.89,3.72,15.03,13.06,0.23,5.48,10.06,2.76,1.04,0.84,,,,2.912,1.84446,-1.95554,-0.888,3.8
SAX2,Thy and Lofgren 1994,0.001,,1071,gl-ol-cp-pl-ox - ox,45.99,3.75,15.03,13.15,0.24,5.5,10.12,2.74,1.06,0.88,,,,2.992,1.89586,-1.90414,-0.808,3.8
SAX2,Thy and Lofgren 1994,0.001,,1062,gl-ol-cp-pl-ox - ox,45.99,3.85,14.64,13.14,0.24,5.44,10.14,2.73,1.1,0.88,,,,2.992,1.89586,-1.93414,-0.838,3.83
SAX2,Thy and Lofgren 1994,0.001,,1181,gl,45.68,3.79,14.52,13.69,0.24,5.45,10.04,2.76,1.12,0.9,,,,2.744,1.73652,-2.14348,-1.136,3.88
SAX2,Thy and Lofgren 1994,0.001,,1171,gl-pl,45.44,3.92,13.96,13.38,0.26,5.48,9.92,2.9,1.15,0.88,,,,2.552,1.61316,-2.43684,-1.498,4.05
SAX2,Thy and Lofgren 1994,0.001,,1164,gl-pl,45.5,3.9,14.17,13.86,0.24,5.76,10.07,2.77,1.1,0.88,,,,2.6,1.644,-2.226,-1.27,3.87
SAX2,Thy and Lofgren 1994,0.001,,1159,gl-pl,45.51,4.02,13.9,14.06,0.27,5.92,9.9,2.75,1.11,0.92,,,,2.608,1.64914,-2.21086,-1.252,3.86
SAX2,Thy and Lofgren 1994,0.001,,1155,gl-pl,45.43,4.08,13.8,14.17,0.25,5.61,9.94,2.8,1.15,0.97,,,,2.544,1.60802,-2.34198,-1.406,3.95
SAX2,Thy and Lofgren 1994,0.001,,1149,gl-pl,46.36,4.16,13.67,13.97,0.26,5.33,9.83,2.87,1.29,1.02,,,,3.288,2.08604,-2.07396,-0.872,4.16
SAX2,Thy and Lofgren 1994,0.001,,1146,gl-pl,46.28,4.43,13.14,14.23,0.26,5.16,9.9,2.91,1.38,1.03,,,,3.224,2.04492,-2.24508,-1.066,4.29
SAX2,Thy and Lofgren 1994,0.001,,1141,gl-ol-pl,45.03,5.13,12.38,15.26,0.26,4.93,10.28,2.68,1.34,1.23,,,,2.224,1.40242,-2.61758,-1.796,4.02
SAX2,Thy and Lofgren 1994,0.001,,1133,gl-ol-pl,44.93,5.49,12.13,15.72,0.31,4.66,10.21,2.77,1.45,1.28,,,,2.144,1.35102,-2.86898,-2.076,4.22
SAX2,Thy and Lofgren 1994,0.001,,1123,gl-ol-pl,45.73,5.29,12.17,15.46,0.3,4.24,9.61,2.75,1.68,1.37,,,,2.784,1.76222,-2.66778,-1.646,4.43
SAX2,Thy and Lofgren 1994,0.001,,1115,gl-ol-pl,47.34,4.35,12.33,14.43,0.35,4.37,9.29,2.78,2.05,1.73,,,,4.072,2.58976,-2.24024,-0.758,4.83
SAX2,Thy and Lofgren 1994,0.001,,1105,gl-ol-cp-pl,47.56,4.03,12.23,14.66,0.31,3.77,8.73,2.78,2.41,2.43,,,,4.248,2.70284,-2.48716,-0.942,5.19
GR2,Thy and Lofgren 1992,0.001,,1135,gl-cp,50.42,3.05,13.71,12.35,0.23,4.95,9.48,2.54,1.7,0.6,,0.02,,6.536,4.17288,-0.06712,2.296,4.24
KRA1,Thy and Lofgren 1992,0.001,,1158,gl-cp,49.79,2.02,13.44,13.21,0.23,6.62,11.66,2.12,0.32,0.36,,0.03,,6.032,3.84906,1.40906,3.592,2.44
HS605,Thy and Lofgren 1992,0.001,,1183,gl-cp,49.83,1.53,14.42,10.41,0.21,7.92,13,2.2,0.16,0.17,,0.06,,6.064,3.86962,1.50962,3.704,2.36
LA3,Thy and Lofgren 1992,0.001,,1153,gl-cp,47.87,3.44,13.31,13.55,0.21,6.28,11.66,2.46,0.51,0.42,,0.03,,4.496,2.86218,-0.10782,1.526,2.97
KE3A,Thy and Lofgren 1992,0.001,,1172,gl-cp,48.85,2.4,14.33,10.59,0.2,6.98,12.4,2.08,0.96,0.4,,0.07,,5.28,3.3659,0.3259,2.24,3.04
BE3,Thy and Lofgren 1992,0.001,,1162,gl-cp,48.87,2.68,14.68,9.19,0.19,6.33,11.3,2.57,1.43,0.69,,0.03,,5.296,3.37618,-0.62382,1.296,4
8066,Thy and Lofgren 1992,0.001,,1157,gl-cp,48.05,3,14.1,11.36,0.18,6.23,11.71,2.96,0.6,0.35,,0.04,,4.64,2.9547,-0.6053,1.08,3.56
4693,Thy and Lofgren 1992,0.001,,1164,gl-cp,47.98,2.84,14.29,11.24,0.19,6.93,12.41,2.7,0.46,0.29,,0.05,,4.584,2.91872,-0.24128,1.424,3.16
8759,Thy and Lofgren 1992,0.001,,1126,gl-cp,46.33,4.17,12.69,14.89,0.25,5.1,10.47,3.22,0.71,0.57,,0,,3.264,2.07062,-1.85938,-0.666,3.93
JAN73,Thy and Lofgren 1992,0.001,,1167,gl-cp,48.16,2.84,15.45,8.81,0.16,6.53,12.08,2.78,1.67,0.69,,0.05,,4.728,3.01124,-1.43876,0.278,4.45
A5P50-3,Pan and Longhi 1990,0.001,,1240,gl-ol-pl,49.27,,19.31,,,9.7,16.68,4.74,,,,,99.7,5.616,3.58178,-1.15822,0.876,4.74
A10P50-3,Pan and Longhi 1990,0.001,,1230,gl-ol-pl,44.71,,20.51,,,9.26,20.41,4.16,,,,,99.05,1.968,1.23794,-2.92206,-2.192,4.16
A10P50-4,Pan and Longhi 1990,0.001,,1220,gl-ol-pl-Me,44.99,,20.55,,,8.86,20.3,4.58,,,,,99.28,2.192,1.38186,-3.19814,-2.388,4.58
A10P50-5,Pan and Longhi 1990,0.001,,1214,gl-ol-pl-Me,45.68,,20.23,,,8.85,19.75,5,,,,,99.51,2.744,1.73652,-3.26348,-2.256,5
AI3P50-1,Pan and Longhi 1990,0.001,,1236,gl-ol-pl,45.71,,21.42,,,8.77,17.87,5.07,,,,,98.84,2.768,1.75194,-3.31806,-2.302,5.07
AI3P50-2,Pan and Longhi 1990,0.001,,1220,gl-ol-pl,45.76,,21.56,,,8.66,18.01,5.28,,,,,99.27,2.808,1.77764,-3.50236,-2.472,5.28
AI6P50-1,Pan and Longhi 1990,0.001,,1230,gl-ol-sp-Me,44.5,,20.61,,,9.27,20.68,4.37,,,,,99.43,1.8,1.13,-3.24,-2.57,4.37
A16P50-2,Pan and Longhi 1990,0.001,,1220,gl-ol-sp-Me,44.97,,20.65,,,9,20.14,4.65,,,,,99.41,2.176,1.37158,-3.27842,-2.474,4.65
A16P50-3,Pan and Longhi 1990,0.001,,1214,gl-ol-pl-sp-Me,45.81,,20.75,,,8.77,19.59,5.12,,,,,100.04,2.848,1.80334,-3.31666,-2.272,5.12
A19P50-1,Pan and Longhi 1990,0.001,,1230,gl-ol-pl,46.3,,21.42,,,8.86,17.67,5.06,,,,,99.31,3.24,2.0552,-3.0048,-1.82,5.06
A21P50-1,Pan and Longhi 1990,0.001,,1235,gl-ol-Me,46.24,,19.04,,,9.62,20.46,3.9,,,,,99.26,3.192,2.02436,-1.87564,-0.708,3.9
A22P50-1,Pan and Longhi 1990,0.001,,1235,gl-ol-cp-Me,44.76,,19.63,,,9.95,21.69,3.86,,,,,99.89,2.008,1.26364,-2.59636,-1.852,3.86
A23P50-1,Pan and Longhi 1990,0.001,,1235,gl-ol-cp,46.18,,18.11,,,10.01,22.55,4.04,,,,,99.89,3.144,1.99352,-2.04648,-0.896,4.04
