Experiment,Reference,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Cr2O3,Total,Alk Line,Sub line,Alkalinity (S),Alkalinity (A),Na2O+K2O
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.29,1.3,17.5,5.658919778,0.2,4.22,8.67,5.47,2.24,0.45,0,0,100,9.632,6.16206,-1.54794,1.922,7.71
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.39,1.41,17.29,5.489616335,0.14,4.02,8.47,5.25,2.1,0.45,0,0,100,10.512,6.72746,-0.62254,3.162,7.35
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.34,1.31,17.5,5.648105852,0.2,4.21,8.65,5.45,2.24,0.44,0,0.01,99.99,9.672,6.18776,-1.50224,1.982,7.69
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.88,1.36,17.38,5.563015977,0.17,4.11,8.55,5.37,2.2,0.43,0,0,100,10.104,6.46532,-1.10468,2.534,7.57
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.95,1.37,17.37,5.55422244,0.16,4.09,8.54,5.35,2.18,0.42,0,0,100,10.16,6.5013,-1.0287,2.63,7.53
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.62,1.34,17.44,5.606654169,0.18,4.16,8.61,5.41,2.21,0.43,0,0,100,9.896,6.33168,-1.28832,2.276,7.62
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.17,1.39,17.33,5.521959054,0.15,4.06,8.51,5.3,2.14,0.43,0,0,100,10.336,6.61438,-0.82562,2.896,7.44
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.48,1.32,17.47,5.627395883,0.19,4.18,8.63,5.43,2.23,0.44,0,0.01,99.99,9.784,6.25972,-1.40028,2.124,7.66
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.03,1.37,17.35,5.542504464,0.16,4.08,8.53,5.34,2.17,0.43,0,0,100,10.224,6.54242,-0.96758,2.714,7.51
VFEB07,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.71,1.34,17.42,5.590852225,0.18,4.14,8.59,5.39,2.21,0.43,0,0,100,9.968,6.37794,-1.22206,2.368,7.6
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.52,1.39,17.19,6.006506623,0.2,4.67,9.34,5.15,2.1,0.43,0,0.01,99.99,9.016,5.76628,-1.48372,1.766,7.25
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.52,1.49,16.99,5.849838228,0.14,4.47,9.15,4.98,1.98,0.43,0,0,100,9.816,6.28028,-0.67972,2.856,6.96
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.94,1.44,17.09,5.936704988,0.17,4.58,9.25,5.09,2.07,0.42,0,0,100,9.352,5.98216,-1.17784,2.192,7.16
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.07,1.45,17.07,5.917142334,0.17,4.56,9.23,5.07,2.06,0.42,0,0,100,9.456,6.04898,-1.08102,2.326,7.13
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.36,1.48,17.02,5.874726148,0.15,4.51,9.18,5.01,2.01,0.41,0,0,100,9.688,6.19804,-0.82196,2.668,7.02
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.94,1.43,17.1,5.940772889,0.18,4.59,9.26,5.08,2.05,0.42,0,0.01,99.99,9.352,5.98216,-1.14784,2.222,7.13
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.44,1.48,17.01,5.862287308,0.15,4.49,9.17,4.99,1.99,0.42,0,0,100,9.752,6.23916,-0.74084,2.772,6.98
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.94,1.43,17.1,5.938738749,0.17,4.59,9.26,5.09,2.06,0.42,0,0,100,9.352,5.98216,-1.16784,2.202,7.15
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.25,1.47,17.04,5.889746036,0.16,4.52,9.2,5.03,2.02,0.42,0,0,100,9.6,6.1415,-0.9085,2.55,7.05
VFEB08,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.15,1.46,17.06,5.906771994,0.16,4.55,9.22,5.05,2.03,0.41,0,0,100,9.52,6.0901,-0.9899,2.44,7.08
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.87,1.59,16.73,5.930699115,0.14,4.67,10.04,4.73,1.9,0.41,0,0,100,9.296,5.94618,-0.68382,2.666,6.63
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.71,1.47,16.93,6.12033967,0.2,4.91,10.29,4.93,2.04,0.4,0,0,100,8.368,5.34994,-1.62006,1.398,6.97
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.81,1.59,16.74,5.940844772,0.14,4.68,10.06,4.74,1.91,0.4,0,0,100,9.248,5.91534,-0.73466,2.598,6.65
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.79,1.59,16.74,5.944896395,0.14,4.68,10.06,4.74,1.91,0.39,0,0,100,9.232,5.90506,-0.74494,2.582,6.65
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.75,1.58,16.75,5.950974202,0.14,4.69,10.07,4.75,1.92,0.39,0,0,100,9.2,5.8845,-0.7855,2.53,6.67
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.81,1.59,16.74,5.940840006,0.14,4.68,10.06,4.74,1.91,0.4,0,0,100,9.248,5.91534,-0.73466,2.598,6.65
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.23,1.52,16.84,6.035907031,0.17,4.8,10.18,4.84,1.98,0.39,0,0,100,8.784,5.61722,-1.20278,1.964,6.82
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.81,1.59,16.74,5.940842389,0.14,4.68,10.06,4.74,1.91,0.4,0,0,100,9.248,5.91534,-0.73466,2.598,6.65
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.51,1.55,16.79,5.990473522,0.16,4.74,10.12,4.79,1.95,0.39,0,0,100,9.008,5.76114,-0.97886,2.268,6.74
VFEB09,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.78,1.58,16.74,5.945909133,0.14,4.69,10.06,4.75,1.91,0.39,0,0,100,9.224,5.89992,-0.76008,2.564,6.66
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.34,1.46,17.91,5.677546943,0.13,3.79,7.59,5.63,2.05,0.42,0,0,100,10.472,6.70176,-0.97824,2.792,7.68
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.28,1.45,17.92,5.687449479,0.13,3.8,7.6,5.64,2.07,0.42,0,0,100,10.424,6.67092,-1.03908,2.714,7.71
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.71,1.4,18.02,5.773004128,0.16,3.9,7.69,5.77,2.17,0.41,0,0,100,9.968,6.37794,-1.56206,2.028,7.94
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.83,1.41,18,5.753683215,0.16,3.87,7.67,5.75,2.15,0.41,0,0,100,10.064,6.43962,-1.46038,2.164,7.9
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.9,1.42,17.99,5.744543697,0.15,3.86,7.66,5.73,2.14,0.4,0,0,100,10.12,6.4756,-1.3944,2.25,7.87
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.12,1.44,17.95,5.711085932,0.14,3.83,7.63,5.68,2.1,0.41,0,0,100,10.296,6.58868,-1.19132,2.516,7.78
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.09,1.43,17.95,5.71602703,0.14,3.83,7.63,5.69,2.1,0.41,0,0,100,10.272,6.57326,-1.21674,2.482,7.79
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.91,1.42,17.99,5.742080255,0.15,3.86,7.66,5.73,2.13,0.41,0,0,100,10.128,6.48074,-1.37926,2.268,7.86
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.96,1.42,17.98,5.734869075,0.15,3.85,7.65,5.72,2.13,0.41,0,0,100,10.168,6.50644,-1.34356,2.318,7.85
VEFB06,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.9,1.42,17.99,5.743312021,0.15,3.86,7.66,5.73,2.14,0.41,0,0,100,10.12,6.4756,-1.3944,2.25,7.87
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.15,1.46,16.75,6.929110416,0.18,5.57,9.29,5.24,2.01,0.42,0,0,100,7.92,5.0621,-2.1879,0.67,7.25
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.26,1.58,16.56,6.728965827,0.12,5.32,9.08,5.04,1.88,0.42,0,0,100,8.808,5.63264,-1.28736,1.888,6.92
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.19,1.47,16.75,6.916327388,0.17,5.56,9.27,5.23,2.01,0.41,0,0.01,99.99,7.952,5.08266,-2.15734,0.712,7.24
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.74,1.53,16.64,6.815914806,0.15,5.43,9.17,5.15,1.97,0.4,0,0,100,8.392,5.36536,-1.75464,1.272,7.12
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.81,1.54,16.63,6.805487578,0.14,5.42,9.16,5.14,1.96,0.39,0,0,100,8.448,5.40134,-1.69866,1.348,7.1
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.48,1.5,16.69,6.867417854,0.16,5.49,9.22,5.19,1.99,0.41,0,0,100,8.184,5.23172,-1.94828,1.004,7.18
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,53.03,1.56,16.6,6.767281189,0.13,5.37,9.12,5.09,1.92,0.4,0,0,100,8.624,5.51442,-1.49558,1.614,7.01
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.34,1.49,16.72,6.891894643,0.17,5.53,9.25,5.21,2,0.41,0,0.01,99.99,8.072,5.15976,-2.05024,0.862,7.21
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.89,1.55,16.62,6.791621075,0.14,5.4,9.15,5.12,1.95,0.4,0,0,100,8.512,5.44246,-1.62754,1.442,7.07
VEFB010,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.57,1.51,16.68,6.848752149,0.16,5.47,9.21,5.17,1.98,0.4,0,0,100,8.256,5.27798,-1.87202,1.106,7.15
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52,1.61,16.54,7.192834433,0.15,5.69,9.65,4.86,1.91,0.4,0,0,100,7.8,4.985,-1.785,1.03,6.77
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.57,1.67,16.46,7.090313091,0.12,5.56,9.55,4.75,1.82,0.42,0,0,100,8.256,5.27798,-1.29202,1.686,6.57
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.51,1.55,16.64,7.28613936,0.17,5.81,9.75,4.93,1.94,0.41,0,0.01,99.99,7.408,4.73314,-2.13686,0.538,6.87
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.93,1.6,16.55,7.204319299,0.15,5.7,9.66,4.87,1.92,0.4,0,0,100,7.744,4.94902,-1.84098,0.954,6.79
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.06,1.61,16.53,7.181340314,0.15,5.67,9.64,4.85,1.91,0.4,0,0,100,7.848,5.01584,-1.74416,1.088,6.76
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.03,1.61,16.54,7.18708853,0.15,5.68,9.64,4.86,1.91,0.4,0,0,100,7.824,5.00042,-1.76958,1.054,6.77
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.31,1.64,16.49,7.135904199,0.14,5.61,9.59,4.8,1.86,0.41,0,0,100,8.048,5.14434,-1.51566,1.388,6.66
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.77,1.58,16.59,7.236692844,0.16,5.74,9.7,4.89,1.92,0.4,0,0.01,99.99,7.616,4.86678,-1.94322,0.806,6.81
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,52.12,1.62,16.52,7.170154621,0.14,5.66,9.63,4.84,1.89,0.4,0,0,100,7.896,5.04668,-1.68332,1.166,6.73
VEFB011,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.91,1.6,16.56,7.209041428,0.15,5.71,9.67,4.87,1.92,0.4,0,0,100,7.728,4.93874,-1.85126,0.938,6.79
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,50.93,1.66,16.36,7.593300469,0.18,6.13,10.15,4.76,1.83,0.4,0,0,100,6.944,4.43502,-2.15498,0.354,6.59
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,50.99,1.67,16.35,7.581501546,0.18,6.12,10.14,4.75,1.83,0.39,0,0,100,6.992,4.46586,-2.11414,0.412,6.58
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.67,1.75,16.24,7.445467017,0.14,5.94,10,4.65,1.78,0.37,0,0,100,7.536,4.81538,-1.61462,1.106,6.43
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.46,1.73,16.27,7.483179001,0.15,5.99,10.04,4.69,1.81,0.37,0,0,100,7.368,4.70744,-1.79256,0.868,6.5
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.88,1.78,16.21,7.407644986,0.13,5.89,9.97,4.62,1.75,0.36,0,0,100,7.704,4.92332,-1.44668,1.334,6.37
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.41,1.72,16.28,7.500756306,0.16,6.01,10.06,4.69,1.79,0.38,0,0,100,7.328,4.68174,-1.79826,0.848,6.48
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.44,1.72,16.28,7.494821105,0.16,6.01,10.05,4.69,1.79,0.38,0,0,100,7.352,4.69716,-1.78284,0.872,6.48
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.54,1.74,16.26,7.473133799,0.15,5.98,10.03,4.67,1.79,0.37,0,0,100,7.432,4.74856,-1.71144,0.972,6.46
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.45,1.72,16.27,7.488999883,0.15,6,10.05,4.69,1.8,0.37,0,0,100,7.36,4.7023,-1.7877,0.87,6.49
VEFB012,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,51.71,1.76,16.23,7.440426379,0.14,5.94,10,4.64,1.77,0.37,0,0,100,7.568,4.83594,-1.57406,1.158,6.41
FH9840-1,Gaetani Unpublished,10,,1300,gl-ol,48.46,0.75,14.61,9.43,0.17,11.85,12.67,1.55,0.06,0.05,,0.09,99.69,4.968,3.16544,1.55544,3.358,1.61
FH9840-2,Gaetani Unpublished,10,,1280,gl-ol-cp,48.19,0.8,16.58,10.15,0.17,9.98,11.94,1.98,0.07,0.05,,0.04,99.95,4.752,3.02666,0.97666,2.702,2.05
FH9840-3,Gaetani Unpublished,10,,1260,gl-ol-cp-pl,47.04,1.2,17.45,12.67,0.18,7.64,10.4,2.46,0.11,0.08,,0.02,99.26,3.832,2.43556,-0.13444,1.262,2.57
FH9840-4,Gaetani Unpublished,10,,1450,gl,48.21,0.66,14.45,9.32,0.18,13.24,12.38,1.48,0.05,0.06,,0.19,100.24,4.768,3.03694,1.50694,3.238,1.53
FH9845-1,Gaetani Unpublished,0.001,,1200,gl-ol-cp-pl,51.18,0.92,14.15,10.07,0.18,8.92,13.51,1.01,0,,,0.12,99.94,7.144,4.56352,3.55352,6.134,1.01
FH9845-3,Gaetani Unpublished,0.001,,1250,gl-ol,49.66,0.72,15.19,9.19,0.16,10.8,13.21,1.56,0,,,0.14,100.49,5.928,3.78224,2.22224,4.368,1.56
FH9845-4,Gaetani Unpublished,0.001,,1240,gl-ol,49.6,0.74,15.33,9.07,0.17,10.56,13.36,1.42,0,,,0.13,100.24,5.88,3.7514,2.3314,4.46,1.42
FH9845-6,Gaetani Unpublished,0.001,,1210,gl-ol-pl,51.1,0.87,14.62,9.41,0.18,9.2,13.97,1.3,0,,,0.14,100.66,7.08,4.5224,3.2224,5.78,1.3
FH9845-7,Gaetani Unpublished,0.001,,1220,gl-ol-pl,50.39,0.81,15.38,9.22,0.17,9.59,13.74,1.43,0,,,0.13,100.73,6.512,4.15746,2.72746,5.082,1.43
FH9845-8,Gaetani Unpublished,0.001,,1230,gl-ol,49.7,0.74,15.51,9.14,0.16,10.15,13.56,1.49,0,,,0.14,100.47,5.96,3.8028,2.3128,4.47,1.49
FH9845-9,Gaetani Unpublished,10,,1350,gl-ol,47.977,0.66205,14.088,9.249,0.13215,13.156,12.292,1.42745,0.05674,,,0.12441,99.1648,4.5816,2.917178,1.432988,3.09741,1.48419
FH9845-10,Gaetani Unpublished,12,,1360,gl-ol-cp,47.717,0.65055,14.451,9.381,0.12952,12.493,12.728,1.49553,0.05188,,,0.14896,99.24644,4.3736,2.783538,1.236128,2.82619,1.54741
FH9845-11,Gaetani Unpublished,0.001,,1260,gl-ol,48.65,0.72,14.94,9.38,0.17,11.38,13.07,1.18,0.02,,,0.15,99.5,5.12,3.2631,2.0631,3.92,1.2
FH9845-12,Gaetani Unpublished,0.001,,1205,gl-ol-cp-pl,50.08,0.91,14.31,9.76,0.21,8.88,13.87,1.39,0.05,,,0.14,99.47,6.264,3.99812,2.55812,4.824,1.44
FH9845-13,Gaetani Unpublished,0.001,,1225,gl-ol,49.53,0.76,15.09,9.22,0.14,9.79,13.77,1.48,0.05,,,0.11,99.83,5.824,3.71542,2.18542,4.294,1.53
FH9845-14,Gaetani Unpublished,0.001,,1270,gl-ol,48.66,0.71,14.74,9.4,0.18,11.29,12.93,1.23,0.04,,,0.17,99.17,5.128,3.26824,1.99824,3.858,1.27
FH9845-15,Gaetani Unpublished,0.001,,1190,gl-ol-cp-pl,50.649,1.05113,14.192,10.635,0.22458,8.101,13.07,1.63,0.04,0.05,,0.04011,99.62506,6.7192,4.290586,2.620586,5.0492,1.67
FH9845-16,Gaetani Unpublished,14,,1370,gl,48.032,0.57311,14.503,9.179,0.18839,13.352,12.763,1.58,0.05,0.03,,0.09402,100.31315,4.6256,2.945448,1.315448,2.9956,1.63
FH9845-17,Gaetani Unpublished,0.001,,1280,gl-ol,48.778,0.58312,14.971,9.248,0.20745,12.2,13.131,1.21,0.03,0.03,,0.10116,100.46187,5.2224,3.328892,2.088892,3.9824,1.24
FH9845-18,Gaetani Unpublished,0.001,,1290,gl-ol,48.38,0.66,14.27,9.51,0.19,12.52,12.63,1.05,0.03,,,0.16,99.25,4.904,3.12432,2.04432,3.824,1.08
FH9845-19,Gaetani Unpublished,10,,1450,gl,47.11,0.67,14.59,9.13,0.18,12.88,12.63,1.46,0.04,,,0.16,98.68,3.888,2.47154,0.97154,2.388,1.5
FH9845-20,Gaetani Unpublished,0.001,,1300,gl-ol,48.439,0.58134,14.465,9.231,0.1932,13.193,12.54,1.19188,0.03082,0.03057,,0.10445,99.96969,4.9512,3.154646,1.931946,3.7285,1.2227
FH9845-21,Gaetani Unpublished,14,,1360,gl,46.858,0.77113,15.831,10.12,0.20381,11.658,11.958,1.74692,0.05713,,,0.07983,99.28382,3.6864,2.342012,0.537962,1.88235,1.80405
